,Q1_ORTHODOX_SCREENER,Q2_MODERN_YESHIVISH_HAREDI,Q3_MODERN_LEFT_RIGHT,Q4_AGE,Q5_GENDER,Q6_MARITAL_Status,Q7_AGE_DIVORCED,Q8_BROKEN_ENGAGEMENT,Q9_Ashkenazi,Q9_Sephardi,Q9_Mizrahi,Q9_FSUEmigre,Q9_JewColor,Q9_LatinAmerican,Q9_LGBTQ,Q9_Disability,Q9_Convert,Q9_BaalTeshuvah,Q9_OtherOrthodox,Q9_OtherOrth_text,Q10_FREQUENCY_SHABBAT_SHUL,Q11_PANDEMIC_SHUl_COMPARE,Q12_PRIMARY_SHUL,Q13_Welcome,Q13_ShulCares,Q13_ShulPrograms,Q13_GoodRelationship,Q14_LOCAL_SHUL,Q14_SHUL_ELSEWHERE,Q14_LOCAL_ORTH_ORGS,Q14_LOCAL_NONORTHODOX_ORGS,Q14_SOCIAL_GROUPS,Q14_NATIONAL_JEWISH_ORGS,Q14_ONLINE_JEWISH,Q14_INDIVIDUALS,Q15_CONNECTED,Q15_FRIENDS,Q16_OBSERVANTJEW,Q16_SHABBAT_STRESS_FREE,Q16_FINANCES_COMFORTABLE,Q16_HAPPYFAMILY,Q16_HAPPY_SOCIALLY,Q17_MARRIAGE_GOAL,Q17_EDUCATION,Q17_CAREER,Q17_RELIG_GROWTH,Q17_PERSONAL_GROWTH,Q17_INDEPENDENCE,Q17_FINANCIAL_SUCCESS,Q17_HEALTH,Q17_CALMNESS,Q17_HAPPINESS,Q17_HELPING_OTHERS,Q18_DATING_AMOUNT,Q19A_YRS_DATING_SINGLE,Q19B_YRS_DATE_DIVORCED_SEP,Q19C_YRS_DATE_WIDOWED,Q20_FUTURE_DATING,Q21_COMMUNITY_EVENTS,Q21_SOCIAL_GATHERING,Q21_BLIND_DATES,Q21_TAKE_INITIATIVE,Q21_SHADCHANIN,Q21_ONLINE_JEWISH,Q21_JEWISH_MEDIA,Q21_ONLINE_NONJEWISH,Q21_ONLINE_NONJEW_MEDIA,Q22_RECO_MATCHMAKER,Q23_JEW_EVENTS,Q23_GATHERINGS,Q23_BLIND_DATES,Q23_TAKE_INITIATIVE,Q23_SHADCHANIM,Q23_ONLINE_JEWISH,Q23_JEWISH_MEDIA,Q23_ONLINE_NON_JEWISH,Q23_NON_JEW_MEDIA,Q23_ANY_OTHER,Q23_OTHER_TEXT,Q24_AMOUNT_INVESTIGATION,Q25_PARENT_INVOLVED,Q26_SOURCE_RECOM,vaQ26_APPEARANCE,Q26_INTELLIGENCE,Q26_FINANCES,Q26_SECULAR_EDUCATION,Q26_PROFESSION,Q26_FAMILY_BACKGROUND,Q26_WHERE_LIVES,Q26_AGE,Q26_JEWISH_KNOWLEDGE,Q26_RELIGIOUSITY,Q26_HASHKAFA_WORLDVIEW,Q26_ZIONISM_ALIYAH,Q26_FAMILY_PLANS,Q26_HOBBIES_ACTIVITIES,Q26_FEELING_LOVE,Q26_GENOROSITY,Q26_AMBITION,Q26_CALMNESS,Q26_COMPASSION,Q26_HONESTY,Q26_FLEXIBILITY,Q26_RESPECTS_OTHERS,Q26_ACCEPTS_ME_AS_AM,Q26_PARENTS_APPROVE,Q26_HUMBLE,Q26_NOT_BOSSY,Q27_RATING_DATING,Q31_EDUCATION,Q32_JEWISH_COLLEGE,Q33_INCOME,Q34_WHERE_LIVE,MARRIED_SINGLE,ID_CASE_NUMBER
254,10001,10003,10006,10016,10020,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10044,10047,10052,10051,10052,10051,0,0,0,0,0,1,1,0,10069,10069,10074,10074,10074,10074,10075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10189,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10158,10160,,10169,1,255
255,10001,10005,,10012,10020,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10042,10045,10047,,,,,1,0,1,0,0,1,0,1,10072,10069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,256
256,10001,10004,,10015,10019,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10049,10049,10049,1,0,1,0,0,0,0,1,10068,10068,10073,10073,10073,10073,10073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10189,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10155,,,10169,1,257
257,10001,10003,10007,10016,10019,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10051,10052,10051,1,0,1,0,0,0,0,1,10069,10069,10073,10074,10073,10073,10076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10190,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10158,10160,,10169,1,258
258,10001,10003,10008,10016,10020,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10040,10045,10047,10049,10051,10052,10050,1,0,1,0,0,0,0,1,10069,10069,10073,10074,10073,10074,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10188,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10157,10161,,10169,1,259
259,10001,10003,10006,10018,10019,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10049,10049,10049,1,1,1,1,0,1,1,1,10068,10068,10073,10073,10073,10073,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10190,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10158,10160,,10169,1,260
260,10001,10003,10008,10016,10019,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10051,10050,10050,1,0,1,1,0,0,0,1,10068,10069,10073,10074,10074,10074,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10189,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10158,10160,,10169,1,261
261,10001,10003,10006,10013,10020,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10044,10047,10050,10051,10050,10049,1,1,1,1,0,0,1,1,10069,10069,10074,10076,10073,10073,10076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10190,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10158,10160,,10169,1,262
262,10001,10003,10006,10016,10019,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10050,10049,10051,1,0,1,0,0,1,0,1,10069,10070,10073,10073,10073,10073,10075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10190,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10157,10159,,10169,1,263
263,10001,10003,10007,10013,10019,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10040,10043,10047,10050,10051,10052,10053,1,0,1,0,0,0,0,1,10069,10069,10073,10074,10074,10074,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10190,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10158,10159,,10169,1,264
264,10001,10003,10006,10011,10021,10023,,10185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,265
265,10001,10005,,10017,10020,10022,,,0,1,0,0,0,1,0,0,1,0,0,,10039,10046,10047,10049,10049,10049,10049,1,0,0,0,0,0,0,1,10068,10068,10073,10074,10075,10074,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10188,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10157,10160,,10169,1,266
266,10001,10003,10006,10011,10021,10023,,10185,1,0,0,0,0,0,1,0,0,0,0,,10042,10045,10048,,,,,1,0,1,1,1,1,1,1,10069,10069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,267
267,10001,10003,10008,10016,10019,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10049,10049,10049,1,0,0,0,0,0,1,1,10068,10069,10073,10073,10073,10073,10073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10188,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10158,10161,,10169,1,268
268,10001,10003,10007,10015,10019,10022,,,0,1,1,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10049,10049,10050,1,1,1,0,0,0,0,1,10068,10068,10073,10073,10074,10074,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10190,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10158,10159,,10169,1,269
269,10001,10004,,10013,10019,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10049,10049,10049,1,0,1,0,0,0,0,0,10069,10069,10073,10073,10076,10073,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10188,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10156,10159,,10169,1,270
270,10001,10003,10008,10018,10020,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10044,10047,10049,10049,10049,10049,1,0,0,0,0,0,0,1,10068,10068,10073,10074,10073,10073,10073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10188,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10156,10160,,10169,1,271
271,10001,10003,10006,10013,10020,10023,,10185,1,0,0,0,0,0,0,0,0,0,0,,10042,10045,10048,,,,,1,0,1,1,0,0,1,1,10071,10072,10075,10074,10075,10076,10077,0,0,0,0,1,1,0,1,0,1,1,10080,10,,,10089,10093,10094,10094,10095,10093,10092,10095,10095,10095,10484,1,0,0,0,0,1,0,0,0,0,,10475,10190,10228,10143,10140,10143,10228,10229,10229,10143,10143,10228,10143,10143,10228,10229,10394,10391,10392,10392,10393,10390,10391,10390,10390,10390,10393,10393,10393,3,10158,10159,10162,10169,2,272
272,10001,10005,,10014,10019,10022,,,1,0,0,0,0,0,1,0,0,0,0,,10039,10045,10047,10049,10049,10051,10049,1,0,1,0,0,0,0,0,10068,10068,10073,10073,10077,10073,10076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10188,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10155,,,10169,1,273
273,10001,10003,10006,10012,10019,10024,,,1,0,0,0,0,0,0,0,0,0,0,,10042,10044,10047,,,,,1,0,1,1,0,0,0,1,10069,10070,10073,10074,10074,10074,10074,,,,,,,,,,,,,,,,,10092,10092,10095,10093,10095,10092,10093,10094,10095,,,,,,,,,,,,,,10190,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10158,10160,10162,10169,2,274
274,10001,10003,10006,10016,10019,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10049,10049,10049,1,0,1,1,1,1,0,1,10068,10069,10073,10074,10073,10073,10075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10190,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10158,10160,,10169,1,275
275,10001,10003,10008,10014,10019,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10051,10049,10049,1,1,1,0,0,0,0,1,10068,10068,10073,10073,10076,10073,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10188,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10158,10160,,10169,1,276
276,10001,10004,,10015,10020,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10051,10052,10050,1,1,1,1,1,1,1,1,10069,10068,10073,10073,10075,10074,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10188,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10156,10159,,10169,1,277
277,10001,10005,,10017,10020,10022,,,1,0,0,0,0,0,0,1,0,0,0,,10042,,10047,,,,,1,0,0,0,0,0,0,0,10068,10068,10073,10073,10077,10073,10073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10188,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10155,,,10169,1,278
278,10001,10003,10008,10018,10019,10026,,10185,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10050,10050,10051,10049,1,0,1,0,0,0,0,1,10069,10068,10073,10074,10076,10074,10074,0,0,0,0,0,0,0,0,0,0,0,10081,,,,10088,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,10189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10156,,10168,10169,2,279
279,10001,10005,,10015,10019,10022,,,1,0,0,0,0,0,0,1,0,0,1,Chassidim,10039,10045,10047,10049,10049,10049,10049,1,1,1,0,0,1,0,1,10068,10068,10073,10073,10076,10076,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10188,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10155,,,10169,1,280
280,10001,10003,10008,10013,10019,10022,,,0,1,0,0,0,0,0,0,0,0,0,,10039,10044,10047,10050,10050,10050,10050,1,0,1,0,0,0,0,1,10069,10071,10074,10074,10074,10074,10076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10189,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10158,10159,,10169,1,281
281,10001,10003,10006,10018,10020,10025,67,10185,1,0,0,0,0,0,0,0,0,0,0,,10042,10045,10047,,,,,1,1,1,1,1,1,1,1,10068,10068,10073,10077,10073,10073,10073,0,1,0,1,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10158,10161,10162,10169,2,282
282,10001,10003,10007,10011,10020,10023,,10185,0,0,1,0,1,0,0,0,0,0,0,,10042,10043,10047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,283
283,10001,10003,10007,10015,10019,10022,,,0,0,0,0,0,0,0,0,1,0,0,,10039,10045,10047,10049,10051,10050,10049,1,0,1,0,0,1,0,1,10069,10069,10074,10074,10077,10074,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10189,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10158,10160,,10169,1,284
284,10001,10004,,10017,10019,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10050,10050,10051,10049,1,1,0,0,0,1,0,1,10069,10070,10073,10073,10074,10075,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10189,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10158,10160,,10169,1,285
285,10001,10003,10006,10018,10019,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10049,10050,10049,1,0,1,1,0,0,0,1,10069,10069,10074,10075,10074,10074,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10190,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10158,10160,,10169,1,286
286,10001,10003,10007,10014,10020,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10049,10049,10049,1,0,1,0,0,0,0,0,10068,10068,10073,10075,10075,10074,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10189,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10158,10159,,10169,1,287
287,10001,10003,10008,10012,10019,10023,,10185,0,1,0,0,0,0,0,0,1,0,0,,10042,10045,10048,,,,,1,1,1,0,0,0,0,1,10070,10068,10073,10076,10073,10074,10074,1,0,0,0,1,0,1,0,1,1,0,10080,8,,,10087,10092,10094,10095,10094,10095,10092,10095,10094,10095,,1,0,0,0,0,1,0,0,0,1,friend recommendations,10474,10189,10143,10139,10139,10229,10139,10139,10229,10140,10228,10228,10143,10143,10229,10143,10391,10390,10393,10390,10393,10390,10393,10390,10390,10393,10390,10394,10394,7,10158,10160,10162,10169,2,288
288,10001,10003,10007,10017,10020,10023,,10185,1,0,0,0,0,0,0,0,0,0,1,"long term  'Baalat Teshuva,'",10040,10043,10047,10049,10050,10052,10049,1,1,1,1,0,1,0,1,10068,10068,10073,10076,10077,10077,10074,0,0,1,1,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10158,10161,10163,10169,2,289
289,10001,10003,10007,10011,10020,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10050,10050,10051,10050,1,1,1,0,1,1,1,1,10068,10068,10073,10073,10074,10073,10073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10189,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10157,10160,,10169,1,290
290,10001,10004,,10012,10019,10023,,10185,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10050,10050,10052,10052,1,0,1,1,1,1,1,1,10069,10070,10073,10073,10074,10074,10074,1,0,0,0,1,0,1,0,1,1,0,10079,4,,,10088,10095,10095,10094,10093,10092,10092,10095,10095,10095,10484,1,0,0,0,1,1,0,0,0,0,,10475,10188,10140,10140,10140,10140,10140,10140,10140,10143,10143,10140,10139,10139,10229,10140,10391,10390,10391,10391,10391,10391,10391,10391,10391,10390,10393,10391,10391,7,10156,10160,10163,10169,2,291
291,10001,10005,,10012,10019,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10049,10049,10049,1,1,1,0,0,0,0,1,10068,10068,10073,10073,10073,10077,10073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10189,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10156,10159,,10169,1,292
292,10001,10003,10007,10015,10020,10025,37,10185,1,0,0,0,0,0,0,0,0,0,0,,10042,10044,10047,,,,,1,0,1,1,1,1,0,1,10070,10070,10075,10075,10074,10075,10075,0,0,1,0,1,0,0,0,1,1,0,10081,,0,,10089,10094,10095,10095,10095,10095,10095,10095,10095,10095,,,,,,,,,,,,,10474,10204,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10158,10160,10168,10169,2,293
293,10001,10004,,10018,10020,10026,,10185,1,0,0,0,0,0,0,0,0,0,0,,10042,10045,10047,,,,,0,1,0,0,0,0,0,0,10068,10072,10073,10073,,10073,10075,0,0,0,1,1,0,0,1,0,1,1,10081,,,0,10089,,,,,,,,,,,,,,,,,,,,,,,10204,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10155,,,10169,2,294
294,10001,10003,10007,10013,10019,10023,,10185,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10049,10050,10049,1,1,1,0,0,1,1,1,10068,10068,10073,10073,10074,10074,10074,1,0,1,1,1,0,1,0,0,0,0,10081,6,,,10088,10092,10092,10095,10094,10093,10095,10095,10095,10095,10484,1,1,0,1,0,0,0,0,0,0,,10475,10190,10228,10228,10228,10228,10228,10228,10229,10140,10140,10228,10140,10140,10228,10140,10394,10391,10392,10394,10391,10391,10390,10390,10391,10391,10393,10392,10391,7,10158,10160,10164,10169,2,295
295,10001,10004,,10017,10020,10022,,,1,0,0,0,0,0,0,0,1,0,0,,10042,10045,10047,,,,,1,0,1,0,0,0,1,1,10068,10069,10073,10073,10073,10077,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10188,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10158,10160,,10169,1,296
296,10001,10004,,10018,10020,10022,,,1,1,1,1,1,1,1,1,1,1,0,,10039,10045,10047,10049,10049,10051,10050,1,0,1,0,0,0,0,1,10069,10069,10073,10073,10074,10073,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10188,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10155,,,10169,1,297
297,10001,10003,10007,10012,10020,10023,,10185,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10049,10049,10049,1,1,1,1,1,1,1,1,10068,10069,10073,10074,10075,10074,10074,1,1,1,0,1,0,0,0,0,0,1,10080,6,,,10088,10093,10092,10093,10095,10093,10092,10093,10094,10094,10484,0,1,1,0,1,0,0,0,0,0,,10475,10190,10229,10143,10139,10140,10139,10140,10139,10143,10143,10139,10139,10139,10140,10143,10391,10391,10391,10391,10392,10390,10391,10390,10390,10390,10390,10391,10391,3,10157,10160,10163,10169,2,298
298,10001,10003,10007,10016,10020,10023,,10185,1,0,0,0,0,0,1,0,1,0,0,,10039,10045,10047,10049,10050,10051,10049,1,1,1,0,0,0,0,1,10068,10071,10073,10074,10073,10076,10074,0,1,1,1,1,0,0,0,0,1,0,10080,,,,10088,10094,10094,10095,10094,10095,10095,10095,10093,10095,,0,0,0,0,0,0,0,1,0,0,,,,10229,10140,10139,10140,10140,10228,10228,10140,10143,10140,10143,10140,10229,10229,10391,10391,10391,10391,10391,10390,10390,10390,10390,10390,10394,10391,10391,,10158,10160,10164,10169,2,299
299,10001,10003,10008,10015,10020,10023,,10185,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10048,,,,,1,0,1,0,0,0,0,0,10071,10070,10073,10074,10075,10074,10076,1,0,0,0,1,0,0,0,0,0,1,10080,18,,,10090,10093,10093,10093,10093,10093,10093,10094,10095,10095,10484,1,1,0,0,0,1,0,0,0,0,,,10188,10140,10140,10140,10143,10143,10143,10140,10143,10140,10140,10143,10140,,,10393,10392,10390,10392,10391,10390,10390,10390,10390,10390,10390,10390,10391,3,10157,10160,10168,10169,2,300
300,10001,10003,10007,10018,10020,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10043,10047,10050,10050,10050,10050,1,1,1,0,0,1,0,1,10069,10068,10073,10074,10073,10073,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10189,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10158,10160,,10169,1,301
301,10001,10003,10007,10017,10019,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10050,10050,10049,1,0,1,0,0,1,0,1,10068,10068,10073,10074,10074,10073,10073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,302
302,10001,10003,10007,10012,10019,10023,,10185,1,0,0,0,0,0,0,0,0,1,0,,10039,10045,10048,,,,,1,0,1,0,1,0,0,1,10068,10068,10074,10073,10073,10073,10073,1,1,1,0,1,0,0,1,0,0,0,10081,8,,,10089,10092,10092,10095,10094,10093,10093,10093,10094,10095,10484,,,,,,,,,,,,10475,10204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10156,10160,10163,10169,2,303
303,10001,10003,10006,10016,10019,10025,37,10185,1,0,0,0,0,0,0,0,0,0,0,,10040,10043,10048,,,,,1,1,1,0,0,0,0,1,10070,10070,10073,10073,10077,10077,10076,1,0,0,0,1,0,1,0,1,1,0,10081,,12,,10087,10095,10095,10095,10094,10095,10093,10095,10095,10095,,1,0,0,1,0,1,0,0,0,0,,10474,10190,10229,10143,10139,10143,10139,10229,10229,10229,10143,10140,10140,10140,10140,10140,10391,10390,10391,10392,10391,10391,10391,10391,10390,10391,10394,10391,10391,4,10158,10161,10162,10169,2,304
304,10001,10004,,10018,10019,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10049,10050,10049,1,0,1,0,0,0,1,1,10068,10069,10073,10073,10074,10073,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10188,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10156,10159,,10169,1,305
305,10001,10003,10007,10012,10020,10025,26,10185,1,0,0,0,0,0,0,0,0,0,0,,10040,10043,10048,,,,,1,0,1,0,1,0,0,1,10068,10069,10073,10074,10074,10076,10076,1,0,0,0,1,0,1,1,0,1,0,10079,,1,,10089,10092,10092,10095,10093,10093,10092,10093,10093,10095,10484,1,0,0,0,1,1,0,0,0,0,,10475,10204,10143,10140,10139,10139,10139,10140,10228,10140,10228,10139,10140,10140,10139,10143,10391,10390,10391,10390,10392,10391,10390,10391,10390,10390,10393,10391,10391,3,10158,10159,10164,10169,2,306
306,10001,10005,,10014,10019,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10050,10052,10051,1,1,0,0,0,0,0,1,10068,10068,10073,10073,10074,10074,10073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10189,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10155,,,10169,1,307
307,10001,10003,10007,10017,10019,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10043,10047,10049,10049,10052,10049,1,0,0,0,0,0,0,1,10071,10071,,10074,10074,10074,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10158,10161,,10169,1,308
308,10001,10003,10007,10015,10020,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10044,10047,10051,10052,10050,10049,1,0,1,1,0,1,0,1,10069,10069,10073,10074,10074,10074,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10189,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10157,10160,,10169,1,309
309,10001,10003,10006,10012,10019,10022,,,1,0,0,0,0,0,0,0,1,0,0,,10039,10045,10047,10049,10049,10050,10049,1,0,1,1,0,0,1,0,10069,10068,10073,10074,10074,10074,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10190,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10157,10160,,10169,1,310
310,10001,10003,10007,10013,10019,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10050,10052,10050,1,1,1,1,0,1,0,1,10068,10068,10073,10076,10075,10073,10075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10204,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10158,10159,,10169,1,311
311,10001,10003,10006,10015,10019,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10040,10044,10047,10050,10050,10050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,312
312,10001,10003,10006,10011,10020,10023,,10185,1,0,0,0,0,0,1,0,0,1,0,,10042,10043,10047,,,,,1,0,0,0,0,0,1,1,10069,10068,10073,10073,10074,10074,10074,0,0,1,1,1,0,0,0,0,1,1,10081,8,,,10088,10095,10094,10095,10093,10095,10095,10094,10095,10095,,1,1,0,0,1,0,0,0,0,0,,10475,10189,10229,10143,10143,10228,10228,10228,10229,10140,10140,10143,10140,10139,10140,10140,10391,10390,10391,10392,10390,10390,10390,10391,10390,10390,10392,10390,10391,3,10157,10160,10162,10169,2,313
313,10001,10003,10006,10016,10020,10022,,,1,0,0,0,0,0,0,0,0,0,0,,10039,10045,10047,10049,10050,10050,10051,1,0,1,0,0,0,0,0,10069,10068,10073,10074,10073,10073,10073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10190,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10158,10160,,10169,1,314
